"ID","Weightvar","age","state","region","income","ethnicity","education","party","candidate","headline_id","recall","headline_value","headline_status","fact_check_link","recall_fake_headline"
"1147215371",0.765521993084965,30,"California","West","$50,000 to $74,999","White","Associate's degree","Democrat",NA,"A","yes","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","yes"
"C1440268671",1.49226024871326,38,"California","West","$35,000 to $49,999","Black or African American","Ph.D.","Republican",NA,"A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1147287695",0.931685580478703,28,"Wyoming","West","Less than $25,000","White","Ph.D.","Republican","Donald Trump","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1130145230",0.658581831271147,38,"Texas","South","$25,000 to $34,999","Other race","Some college, no degree","Other",NA,"A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1147350720",0.697680181084948,44,"Ohio","Midwest","$35,000 to $49,999","White","Bachelor's degree","Independent","Other","A","unsure","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1031172038",1.45725251220014,57,"Utah","West","$75,000 to $99,999","Other race","Graduate or professional degree","Independent","Hillary Clinton","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1004296293",0.777069846240181,54,"Michigan","Midwest","Less than $25,000","White","Some college, no degree","Republican","Donald Trump","A","unsure","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1085804871",0.586576563496743,51,"Washington","West","$50,000 to $74,999","White","Bachelor's degree","Democrat",NA,"A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1108532156",0.976178924781396,39,"New York","Northeast","$75,000 to $99,999","White","Graduate or professional degree","Republican","Donald Trump","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1146888253",0.68947309028607,67,"New Jersey","Northeast","$35,000 to $49,999","White","Associate's degree","Republican","Donald Trump","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1020045866",0.692236577301749,69,"New York","Northeast","$25,000 to $34,999","White","Ph.D.","Republican","Donald Trump","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1101225978",0.681977213099476,68,"California","West","$50,000 to $74,999","White","Associate's degree","Democrat","Hillary Clinton","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1040758780",0.697926435180417,69,"Florida","South","$50,000 to $74,999","White","Ph.D.","Republican","Donald Trump","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1100753546",0.697926435180417,61,"Virginia","South","$50,000 to $74,999","White","Ph.D.","Independent","Donald Trump","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1144932419",0.788657936878189,51,"Mississippi","South","Less than $25,000","White","Some college, no degree","Republican",NA,"A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"C1440299571",0.90345227051585,65,"Ohio","Midwest","Less than $25,000","White","Some college, no degree","Republican","Donald Trump","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1020610358",0.830006637822764,69,"Nevada","West","Less than $25,000","White","Graduate or professional degree","Independent","Hillary Clinton","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1100706443",1.22669094257698,63,"Oregon","West","$75,000 to $99,999","White","Ph.D.","Democrat","Jill Stein","A","unsure","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1095353769",0.855244711724246,44,"Washington","West","$35,000 to $49,999","Other race","Graduate or professional degree","Independent","Gary Johnson","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1142572697",0.777038168084735,32,"New York","Northeast","$25,000 to $34,999","White","Ph.D.","Democrat","Hillary Clinton","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1006154131",0.814401877001315,65,"Nebraska","Midwest","$25,000 to $34,999","White","Bachelor's degree","Independent","Gary Johnson","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"C1440304419",0.648002940424458,35,"Virginia","South","$50,000 to $74,999","White","Ph.D.","Democrat","Hillary Clinton","A","yes","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","yes"
"1142644079",1.27397936196328,33,"New York","Northeast","$75,000 to $99,999","White","Graduate or professional degree","Democrat","Hillary Clinton","A","yes","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","yes"
"1020473951",0.830006637822764,59,"Washington","West","Less than $25,000","White","Some college, no degree","Democrat","Hillary Clinton","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1100712271",0.642720084739216,53,"Massachusetts","Northeast","$25,000 to $34,999","White","Bachelor's degree","Independent","Hillary Clinton","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1146995421",0.953474666605395,24,"Florida","South","Less than $25,000","White","Some college, no degree","Republican",NA,"A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1042008511",0.748195544829893,78,"Washington","West","$25,000 to $34,999","White","Associate's degree","Democrat","Hillary Clinton","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1101607039",1.28325595005508,60,"Wisconsin","Midwest","$75,000 to $99,999","White","Associate's degree","Independent","Hillary Clinton","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1106964300",0.753128133858077,39,"Ohio","Midwest","$35,000 to $49,999","White","Associate's degree","Republican",NA,"A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1101697296",1.53328037682785,47,"Maryland","South","$25,000 to $34,999","Black or African American","Some college, no degree","Democrat","Hillary Clinton","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1117253921",1.13894430374521,52,"California","West","$75,000 to $99,999","White","Some college, no degree","Democrat","Hillary Clinton","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1100813824",1.65140748717991,57,"Texas","South","$25,000 to $34,999","Black or African American","Ph.D.","Other","Hillary Clinton","A","unsure","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1130756306",3.15387375001195,36,"Florida","South","$75,000 to $99,999","White","Graduate or professional degree","Republican","Donald Trump","A","yes","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","yes"
"1135527565",0.648002940424458,50,"Delaware","South","$50,000 to $74,999","White","Associate's degree","Republican",NA,"A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1021592044",1.33523837857433,61,"Illinois","Midwest","$75,000 to $99,999","White","Some college, no degree","Republican","Donald Trump","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1124985897",1.92364205751589,40,"Florida","South","$25,000 to $34,999","White","Associate's degree","Republican","Donald Trump","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1140973207",0.648002940424458,45,"Florida","South","$50,000 to $74,999","White","Ph.D.","Democrat","Hillary Clinton","A","unsure","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1142189972",1.23972721460262,40,"Illinois","Midwest","$75,000 to $99,999","White","Bachelor's degree","Democrat","Hillary Clinton","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1147282454",0.708084369606574,39,"Oklahoma","South","$35,000 to $49,999","White","Ph.D.","Republican",NA,"A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1147313516",0.862003044269134,28,"Pennsylvania","Northeast","Less than $25,000","Other race","Some college, no degree","Independent",NA,"A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1135748065",1.16558049523274,36,"Virginia","South","$75,000 to $99,999","White","Ph.D.","Republican","Donald Trump","A","unsure","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1146567123",1.63741771495615,29,"Illinois","Midwest","$50,000 to $74,999","Other race","Ph.D.","Democrat","Hillary Clinton","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1101223235",0.694676241826144,52,"California","West","$25,000 to $34,999","White","Associate's degree","Republican","Donald Trump","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1129770456",1.27397936196328,31,"New York","Northeast","$75,000 to $99,999","White","Graduate or professional degree","Democrat","Donald Trump","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1141069383",0.856062529354088,28,"Tennessee","South","$35,000 to $49,999","White","Some college, no degree","Republican",NA,"A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1147098853",0.689224711354068,42,"Illinois","Midwest","$50,000 to $74,999","White","Bachelor's degree","Republican","Donald Trump","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1143190953",0.712998012727869,38,"New Jersey","Northeast","Less than $25,000","White","Some college, no degree","Democrat","Hillary Clinton","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1069833774",1.23972721460262,47,"Illinois","Midwest","$75,000 to $99,999","White","Ph.D.","Independent","Donald Trump","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1115211169",0.585836757813313,46,"New York","Northeast","$50,000 to $74,999","White","Associate's degree","Democrat","Hillary Clinton","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1102928261",2.47359507486225,33,"Wisconsin","Midwest","$25,000 to $34,999","White","Ph.D.","Republican","Donald Trump","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1099697540",0.691903015392675,48,"Arizona","West","$35,000 to $49,999","White","Ph.D.","Independent","Donald Trump","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1100859026",0.838827272212558,44,"Missouri","Midwest","Less than $25,000","White","Ph.D.","Independent","Donald Trump","A","yes","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","yes"
"1071354269",0.862003044269134,28,"New York","Northeast","Less than $25,000","White","High school graduate (includes equivalency)","Democrat",NA,"A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1146913892",1.01412858010191,18,"Illinois","Midwest","Less than $25,000","White","Some college, no degree","Independent",NA,"A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1100912420",0.585836757813313,50,"Pennsylvania","Northeast","$50,000 to $74,999","White","Ph.D.","Other","Donald Trump","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1142218548",1.16558049523274,50,"Tennessee","South","$75,000 to $99,999","White","Ph.D.","Republican","Donald Trump","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1101208519",1.28325595005508,63,"Illinois","Midwest","$75,000 to $99,999","White","Graduate or professional degree","Independent","Hillary Clinton","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1100969501",0.735884037056358,69,"Texas","South","$25,000 to $34,999","White","Associate's degree","Republican","Donald Trump","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1142458443",0.773936143489965,23,"New York","Northeast","$35,000 to $49,999","White","Ph.D.","Democrat","Hillary Clinton","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1144879778",0.708084369606574,35,"Virginia","South","$35,000 to $49,999","White","Ph.D.","Democrat",NA,"A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1132620814",0.535743820278378,27,"New York","Northeast","$50,000 to $74,999","White","Ph.D.","Democrat","Hillary Clinton","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1147337231",0.54270538690888,44,"New Jersey","Northeast","$50,000 to $74,999","White","Ph.D.","Independent","Donald Trump","A","unsure","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1146831037",0.587763244582133,25,"Pennsylvania","Northeast","$25,000 to $34,999","White","Ph.D.","Democrat","Hillary Clinton","A","unsure","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1100830182",0.692236577301749,68,"Pennsylvania","Northeast","$25,000 to $34,999","White","Associate's degree","Republican","Donald Trump","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1144405032",0.78342505500703,26,"Virginia","South","$50,000 to $74,999","White","Graduate or professional degree","Republican","Donald Trump","A","unsure","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1147280801",1.42039486093722,51,"Georgia","South","$25,000 to $34,999","Black or African American","Associate's degree","Democrat","Hillary Clinton","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1086116924",0.849417785205719,59,"Kentucky","South","Less than $25,000","White","Associate's degree","Independent",NA,"A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"C1440889948",1.65140748717991,57,"Florida","South","$25,000 to $34,999","Black or African American","Bachelor's degree","Democrat","Hillary Clinton","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"C1440890481",0.756146757569984,47,"Ohio","Midwest","$25,000 to $34,999","White","Some college, no degree","Independent","Hillary Clinton","A","unsure","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1100963741",0.643531723758453,52,"Oregon","West","$25,000 to $34,999","White","Associate's degree","Democrat","Hillary Clinton","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1031709922",3.3192288125913,56,"Arizona","West","$75,000 to $99,999","White","Graduate or professional degree","Republican","Donald Trump","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1144820460",1.16558049523274,46,"Mississippi","South","$75,000 to $99,999","White","Ph.D.","Democrat","Hillary Clinton","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1138693539",0.875246095317177,38,"Florida","South","$35,000 to $49,999","Other race","High school graduate (includes equivalency)","Other",NA,"A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1146945101",0.70474085084175,28,"Oregon","West","Less than $25,000","White","Bachelor's degree","Independent","Hillary Clinton","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1138610189",1.86359465907714,29,"Wisconsin","Midwest","$35,000 to $49,999","White","Ph.D.","Republican","Donald Trump","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1147296730",0.655952697822906,45,"Texas","South","$35,000 to $49,999","White","High school graduate (includes equivalency)","Republican","Donald Trump","A","yes","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","yes"
"1140443502",1.06591561391398,18,"Maryland","South","$75,000 to $99,999","White","Some college, no degree","Democrat","Hillary Clinton","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1129463927",1.95151217028091,19,"Florida","South","Less than $25,000","White","Associate's degree","Democrat","Hillary Clinton","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1137705712",1.37696520825518,26,"California","West","$75,000 to $99,999","White","Bachelor's degree","Democrat","Hillary Clinton","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"C1440892035",0.767101963772739,34,"South Dakota","Midwest","Less than $25,000","White","Some college, no degree","Republican","Donald Trump","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1068767926",1.06591561391398,34,"Georgia","South","$75,000 to $99,999","White","Graduate or professional degree","Democrat","Hillary Clinton","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1133275833",2.10537166723606,53,"New York","Northeast","$75,000 to $99,999","Black or African American","Ph.D.","Democrat","Hillary Clinton","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1094127880",0.777069846240181,36,"Ohio","Midwest","Less than $25,000","White","Some college, no degree","Independent","Hillary Clinton","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1100182317",0.710922452758741,36,"Tennessee","South","$25,000 to $34,999","White","Graduate or professional degree","Independent","Donald Trump","A","yes","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","yes"
"1143669831",1.33523837857433,58,"Michigan","Midwest","$75,000 to $99,999","White","Bachelor's degree","Republican","Donald Trump","A","yes","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","yes"
"1096284741",1.75915787290038,28,"Texas","South","$25,000 to $34,999","White","Ph.D.","Democrat","Hillary Clinton","A","yes","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","yes"
"1102407926",0.68947309028607,68,"New Hampshire","Northeast","$35,000 to $49,999","White","Some college, no degree","Independent","Donald Trump","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1147290879",0.630291416450789,31,"Ohio","Midwest","$50,000 to $74,999","White","Associate's degree","Independent","Donald Trump","A","yes","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","yes"
"1146690771",0.697680181084948,36,"Ohio","Midwest","$35,000 to $49,999","White","Graduate or professional degree","Republican","Donald Trump","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1147176197",0.635276804824806,27,"Washington","West","$25,000 to $34,999","Other race","Some college, no degree","Republican",NA,"A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1124105015",0.67075532355674,60,"Florida","South","$50,000 to $74,999","White","Ph.D.","Republican","Donald Trump","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"C1440893562",0.691491182806157,33,"Missouri","Midwest","$25,000 to $34,999","White","Some college, no degree","Independent",NA,"A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1101260269",0.748195544829893,67,"Washington","West","$25,000 to $34,999","White","Ph.D.","Independent","Donald Trump","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"C1440894915",0.606406390349257,63,"Pennsylvania","Northeast","$50,000 to $74,999","White","Some college, no degree","Republican","Donald Trump","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"C1440895082",1.24338017974609,29,"Colorado","West","$35,000 to $49,999","Other race","Bachelor's degree","Independent",NA,"A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"C1440894154",0.914169177619202,25,"Illinois","Midwest","$25,000 to $34,999","White","Some college, no degree","Democrat","Donald Trump","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1118420311",0.753128133858077,51,"Michigan","Midwest","$35,000 to $49,999","White","Graduate or professional degree","Independent","Hillary Clinton","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1100784393",1.2553792416756,67,"Maryland","South","$75,000 to $99,999","White","Graduate or professional degree","Democrat","Other","A","no","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"C1440895542",1.42039486093722,47,"Georgia","South","$25,000 to $34,999","Black or African American","Bachelor's degree","Democrat","Hillary Clinton","A","yes","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","yes"
"1100843434",0.782696236992401,70,"Indiana","Midwest","$25,000 to $34,999","White","Ph.D.","Independent","Hillary Clinton","A","yes","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","yes"
